rank	word	count	level	source	flags
21361	ตัวแสดง	4786	c1	phupha-wordfreq	pythainlp
21362	ความโหดร้าย	4785	c1	phupha-wordfreq	pythainlp
21363	น่ารื่นรมย์	4785	c1	phupha-wordfreq	pythainlp
21364	ประสานเสียง	4785	c1	phupha-wordfreq	pythainlp
21365	ผิดวินัย	4784	c1	phupha-wordfreq	pythainlp
21366	พลัดถิ่น	4784	c1	phupha-wordfreq	pythainlp
21367	จดูร	4783	c1	phupha-wordfreq	pythainlp
21368	ขมักเขม้น	4782	c1	phupha-wordfreq	pythainlp
21369	เครื่องเงิน	4781	c1	phupha-wordfreq	pythainlp
21370	ขาหนีบ	4780	c1	phupha-wordfreq	pythainlp
21371	โต๊ะหมู่บูชา	4780	c1	phupha-wordfreq	pythainlp
21372	ความปราณี	4778	c1	phupha-wordfreq	pythainlp
21373	ได้คู่	4777	c1	phupha-wordfreq	pythainlp
21374	ผู้อภิปราย	4777	c1	phupha-wordfreq	pythainlp
21375	ชราภาพ	4776	c1	phupha-wordfreq	pythainlp
21376	ชีวิน	4776	c1	phupha-wordfreq	pythainlp
21377	สะบ้า	4775	c1	phupha-wordfreq	pythainlp
21378	กระวนกระวาย	4773	c1	phupha-wordfreq	pythainlp
21379	วินิต	4773	c1	phupha-wordfreq	pythainlp
21380	นิพจน์	4772	c1	phupha-wordfreq	pythainlp
21381	ง่อน	4771	c1	phupha-wordfreq	pythainlp
21382	ซ้ำไปซ้ำมา	4771	c1	phupha-wordfreq	pythainlp
21383	ทางคมนาคม	4771	c1	phupha-wordfreq	pythainlp
21384	ธาตุเจดีย์	4771	c1	phupha-wordfreq	pythainlp
21385	ประดับไฟ	4771	c1	phupha-wordfreq	pythainlp
21386	รีบด่วน	4770	c1	phupha-wordfreq	pythainlp
21387	รุ่นยาย	4770	c1	phupha-wordfreq	pythainlp
21388	โครงการนำร่อง	4768	c1	phupha-wordfreq	pythainlp
21389	รางวัลโนเบล	4768	c1	phupha-wordfreq	pythainlp
21390	บรรณาธิการบริหาร	4767	c1	phupha-wordfreq	pythainlp
21391	เอแบค	4766	c1	phupha-wordfreq	pythainlp
21392	พรรคอนาคตใหม่	4765	c1	phupha-wordfreq	pythainlp
21393	บดินทรเดชา	4763	c1	phupha-wordfreq	pythainlp
21394	อพอลโล	4763	c1	phupha-wordfreq	pythainlp
21395	เรี่ยม	4762	c1	phupha-wordfreq	pythainlp
21396	ส.ป.ก.	4762	c1	phupha-wordfreq	pythainlp|abbrev-or-formula
21397	อินทิกรัล	4762	c1	phupha-wordfreq	pythainlp
21398	บันทึกประจำวัน	4761	c1	phupha-wordfreq	pythainlp
21399	นอนคว่ำ	4760	c1	phupha-wordfreq	pythainlp
21400	ส่วนลึก	4760	c1	phupha-wordfreq	pythainlp
21401	การค้าน	4759	c1	phupha-wordfreq	pythainlp
21402	ครูประจำชั้น	4757	c1	phupha-wordfreq	pythainlp
21403	ยุยง	4757	c1	phupha-wordfreq	pythainlp
21404	ราชนาวี	4756	c1	phupha-wordfreq	pythainlp
21405	เมืองร้อน	4755	c1	phupha-wordfreq	pythainlp
21406	เสียสิทธิ	4755	c1	phupha-wordfreq	pythainlp
21407	ผู้ใต้บังคับบัญชา	4754	c1	phupha-wordfreq	pythainlp
21408	ลงความเห็น	4754	c1	phupha-wordfreq	pythainlp
21409	เน้นหนัก	4753	c1	phupha-wordfreq	pythainlp
21410	บัตรเชิญ	4753	c1	phupha-wordfreq	pythainlp
21411	อินเดียม	4752	c1	phupha-wordfreq	pythainlp
21412	เทิดทูน	4751	c1	phupha-wordfreq	pythainlp
21413	พนาวา	4751	c1	phupha-wordfreq	pythainlp
21414	หม่อมหลวง	4751	c1	phupha-wordfreq	pythainlp
21415	แฮ่	4750	c1	phupha-wordfreq	pythainlp
21416	ทริปเปิ้ล	4749	c1	phupha-wordfreq	pythainlp
21417	ปริ๊นเซส	4749	c1	phupha-wordfreq	pythainlp
21418	อารยะ	4749	c1	phupha-wordfreq	pythainlp
21419	ดิกชันนารี	4748	c1	phupha-wordfreq	pythainlp
21420	สึกกร่อน	4748	c1	phupha-wordfreq	pythainlp
21421	ถ่านไฟ	4747	c1	phupha-wordfreq	pythainlp
21422	เกินพิกัด	4742	c1	phupha-wordfreq	pythainlp
21423	บรรดาศักดิ์	4742	c1	phupha-wordfreq	pythainlp
21424	แมวน้ำ	4740	c1	phupha-wordfreq	pythainlp
21425	เห็นดี	4740	c1	phupha-wordfreq	pythainlp
21426	แก็ส	4739	c1	phupha-wordfreq	pythainlp
21427	เงี้ยว	4738	c1	phupha-wordfreq	pythainlp
21428	ไตรรัตน์	4738	c1	phupha-wordfreq	pythainlp
21429	ฟ่อน	4738	c1	phupha-wordfreq	pythainlp
21430	หลุมดำ	4738	c1	phupha-wordfreq	pythainlp
21431	โป่งน้ำ	4737	c1	phupha-wordfreq	pythainlp
21432	วิทวัส	4737	c1	phupha-wordfreq	pythainlp
21433	เศษผ้า	4736	c1	phupha-wordfreq	pythainlp
21434	สร้อยทอง	4735	c1	phupha-wordfreq	pythainlp
21435	กายสิทธิ์	4734	c1	phupha-wordfreq	pythainlp
21436	ประจัญบาน	4733	c1	phupha-wordfreq	pythainlp
21437	หมดเปลือก	4732	c1	phupha-wordfreq	pythainlp
21438	เนื้อตัว	4731	c1	phupha-wordfreq	pythainlp
21439	ปากกระจับ	4731	c1	phupha-wordfreq	pythainlp
21440	พฤฒา	4731	c1	phupha-wordfreq	pythainlp
21441	ยังกับ	4731	c1	phupha-wordfreq	pythainlp
21442	เข้าชุด	4730	c1	phupha-wordfreq	pythainlp
21443	ทัวร์นาเมนท์	4730	c1	phupha-wordfreq	pythainlp
21444	หลุมศพ	4728	c1	phupha-wordfreq	pythainlp
21445	เก้าอี้สนาม	4725	c1	phupha-wordfreq	pythainlp
21446	พึ่งตนเอง	4725	c1	phupha-wordfreq	pythainlp
21447	ฟันดาบ	4725	c1	phupha-wordfreq	pythainlp
21448	ความไม่สมดุล	4724	c1	phupha-wordfreq	pythainlp
21449	ใต้โต๊ะ	4724	c1	phupha-wordfreq	pythainlp
21450	ทชี	4724	c1	phupha-wordfreq	pythainlp
21451	สวนเกษตร	4724	c1	phupha-wordfreq	pythainlp
21452	อุสา	4724	c1	phupha-wordfreq	pythainlp
21453	คมบาง	4723	c1	phupha-wordfreq	pythainlp
21454	ความร้าย	4723	c1	phupha-wordfreq	pythainlp
21455	ผ้าลูกไม้	4722	c1	phupha-wordfreq	pythainlp
21456	วัฒนานคร	4722	c1	phupha-wordfreq	pythainlp
21457	อยุติธรรม	4722	c1	phupha-wordfreq	pythainlp
21458	เขื่อง	4721	c1	phupha-wordfreq	pythainlp
21459	ฟางข้าว	4721	c1	phupha-wordfreq	pythainlp
21460	ขยันขันแข็ง	4720	c1	phupha-wordfreq	pythainlp
21461	พิธีศพ	4720	c1	phupha-wordfreq	pythainlp
21462	สะเด็ดน้ำ	4720	c1	phupha-wordfreq	pythainlp
21463	การสวดมนต์	4719	c1	phupha-wordfreq	pythainlp
21464	งานติดต่อ	4719	c1	phupha-wordfreq	pythainlp
21465	ลงรอย	4718	c1	phupha-wordfreq	pythainlp
21466	สีเนื้อ	4718	c1	phupha-wordfreq	pythainlp
21467	นอนลง	4717	c1	phupha-wordfreq	pythainlp
21468	โล่งใจ	4717	c1	phupha-wordfreq	pythainlp
21469	เครื่องสาย	4716	c1	phupha-wordfreq	pythainlp
21470	ตาคม	4716	c1	phupha-wordfreq	pythainlp
21471	นิวรณ์	4716	c1	phupha-wordfreq	pythainlp
21472	ศิลปาชีพ	4716	c1	phupha-wordfreq	pythainlp
21473	โกษ	4715	c1	phupha-wordfreq	pythainlp
21474	ทบต้น	4715	c1	phupha-wordfreq	pythainlp
21475	แพรวพราว	4715	c1	phupha-wordfreq	pythainlp
21476	ม.ล.	4715	c1	phupha-wordfreq	pythainlp|abbrev-or-formula
21477	ซูโม่	4714	c1	phupha-wordfreq	pythainlp
21478	ฉิบหาย	4712	c1	phupha-wordfreq	pythainlp
21479	นิติการ	4712	c1	phupha-wordfreq	pythainlp
21480	พาราฟิน	4712	c1	phupha-wordfreq	pythainlp
21481	ความเป็นห่วง	4711	c1	phupha-wordfreq	pythainlp
21482	ทางชีววิทยา	4711	c1	phupha-wordfreq	pythainlp
21483	ผักกระเฉด	4711	c1	phupha-wordfreq	pythainlp
21484	ฯพณฯ	4711	c1	phupha-wordfreq	pythainlp|abbrev-or-formula
21485	ภาษามือ	4710	c1	phupha-wordfreq	pythainlp
21486	จับเป็น	4709	c1	phupha-wordfreq	pythainlp
21487	เทศกิจ	4708	c1	phupha-wordfreq	pythainlp
21488	แปลความหมาย	4708	c1	phupha-wordfreq	pythainlp
21489	ห่วยแตก	4708	c1	phupha-wordfreq	pythainlp
21490	โทมนัส	4706	c1	phupha-wordfreq	pythainlp
21491	มัมมี่	4706	c1	phupha-wordfreq	pythainlp
21492	แทนซาเนีย	4705	c1	phupha-wordfreq	pythainlp
21493	กระเบื้องดินเผา	4704	c1	phupha-wordfreq	pythainlp
21494	ไฮเดรนเยีย	4704	c1	phupha-wordfreq	pythainlp
21495	โรดโชว์	4701	c1	phupha-wordfreq	pythainlp
21496	ช่างก่อสร้าง	4700	c1	phupha-wordfreq	pythainlp
21497	ทันต์	4700	c1	phupha-wordfreq	pythainlp
21498	มีเดียม	4699	c1	phupha-wordfreq	pythainlp
21499	บอกรับเป็นสมาชิก	4698	c1	phupha-wordfreq	pythainlp
21500	สงครามเย็น	4698	c1	phupha-wordfreq	pythainlp
21501	การเอาเปรียบ	4697	c1	phupha-wordfreq	pythainlp
21502	นกเอี้ยง	4697	c1	phupha-wordfreq	pythainlp
21503	หลักวิชาการ	4697	c1	phupha-wordfreq	pythainlp
21504	ไทใหญ่	4696	c1	phupha-wordfreq	pythainlp
21505	เครื่องกรองอากาศ	4695	c1	phupha-wordfreq	pythainlp
21506	บัญชีดำ	4694	c1	phupha-wordfreq	pythainlp
21507	เพลงชาติ	4694	c1	phupha-wordfreq	pythainlp
21508	สัมบูรณ์	4693	c1	phupha-wordfreq	pythainlp
21509	ประภัสสร	4692	c1	phupha-wordfreq	pythainlp
21510	สบโอกาส	4691	c1	phupha-wordfreq	pythainlp
21511	สีสา	4691	c1	phupha-wordfreq	pythainlp
21512	กระมัง	4690	c1	phupha-wordfreq	pythainlp
21513	ซิฟิลิส	4690	c1	phupha-wordfreq	pythainlp
21514	โม่ง	4690	c1	phupha-wordfreq	pythainlp
21515	ตามเหตุการณ์	4689	c1	phupha-wordfreq	pythainlp
21516	สกาว	4689	c1	phupha-wordfreq	pythainlp
21517	ดูๆ	4688	c1	phupha-wordfreq	pythainlp
21518	มันปู	4688	c1	phupha-wordfreq	pythainlp
21519	สาวัตถี	4688	c1	phupha-wordfreq	pythainlp
21520	หนองหาน	4688	c1	phupha-wordfreq	pythainlp
21521	ผู้ทรงอิทธิพล	4686	c1	phupha-wordfreq	pythainlp
21522	ถาโถม	4685	c1	phupha-wordfreq	pythainlp
21523	ฟิจิ	4685	c1	phupha-wordfreq	pythainlp
21524	เริงรมย์	4683	c1	phupha-wordfreq	pythainlp
21525	กรอบความคิด	4682	c1	phupha-wordfreq	pythainlp
21526	ประวัติย่อ	4682	c1	phupha-wordfreq	pythainlp
21527	แสดงบทบาท	4682	c1	phupha-wordfreq	pythainlp
21528	การค้นคว้าวิจัย	4681	c1	phupha-wordfreq	pythainlp
21529	กันตัง	4680	c1	phupha-wordfreq	pythainlp
21530	ชั้นดิน	4680	c1	phupha-wordfreq	pythainlp
21531	เบลีซ	4680	c1	phupha-wordfreq	pythainlp
21532	มัณฑะเลย์	4680	c1	phupha-wordfreq	pythainlp
21533	การซ้อน	4679	c1	phupha-wordfreq	pythainlp
21534	ทองขาว	4678	c1	phupha-wordfreq	pythainlp
21535	ไม่เลย	4678	c1	phupha-wordfreq	pythainlp
21536	ต้นเรื่อง	4677	c1	phupha-wordfreq	pythainlp
21537	ยืดยาว	4676	c1	phupha-wordfreq	pythainlp
21538	หรบ	4676	c1	phupha-wordfreq	pythainlp
21539	ครื้นเครง	4674	c1	phupha-wordfreq	pythainlp
21540	สาวิตร	4674	c1	phupha-wordfreq	pythainlp
21541	สารกรม	4673	c1	phupha-wordfreq	pythainlp
21542	แสงเทียน	4673	c1	phupha-wordfreq	pythainlp
21543	อินทร์บุรี	4673	c1	phupha-wordfreq	pythainlp
21544	ทะนง	4672	c1	phupha-wordfreq	pythainlp
21545	ทำโทษ	4671	c1	phupha-wordfreq	pythainlp
21546	ปฏิปักษ์	4671	c1	phupha-wordfreq	pythainlp
21547	เด็กวัด	4670	c1	phupha-wordfreq	pythainlp
21548	ตับอักเสบบี	4669	c1	phupha-wordfreq	pythainlp
21549	การออกกฎหมาย	4667	c1	phupha-wordfreq	pythainlp
21550	เชิงซ้อน	4667	c1	phupha-wordfreq	pythainlp
21551	พักเที่ยง	4667	c1	phupha-wordfreq	pythainlp
21552	เช็ดมือ	4666	c1	phupha-wordfreq	pythainlp
21553	ยิมนาสติก	4666	c1	phupha-wordfreq	pythainlp
21554	คำเป็น	4665	c1	phupha-wordfreq	pythainlp
21555	ผู้พบเห็น	4664	c1	phupha-wordfreq	pythainlp
21556	วุฒิภาวะ	4663	c1	phupha-wordfreq	pythainlp
21557	นามิเบีย	4662	c1	phupha-wordfreq	pythainlp
21558	กระจาด	4661	c1	phupha-wordfreq	pythainlp
21559	ความกลมกลืน	4660	c1	phupha-wordfreq	pythainlp
21560	นิ้วชี้	4659	c1	phupha-wordfreq	pythainlp
21561	ปัญหามลพิษ	4659	c1	phupha-wordfreq	pythainlp
21562	ธุรกิจขนาดกลาง	4658	c1	phupha-wordfreq	pythainlp
21563	น้ำตาลทรายแดง	4657	c1	phupha-wordfreq	pythainlp
21564	ยีราฟ	4657	c1	phupha-wordfreq	pythainlp
21565	สมรู้	4657	c1	phupha-wordfreq	pythainlp
21566	หนุ่ย	4657	c1	phupha-wordfreq	pythainlp
21567	ขนมเปี๊ยะ	4656	c1	phupha-wordfreq	frequency-only
21568	ชั้นนี้	4656	c1	phupha-wordfreq	pythainlp
21569	ปหาส	4654	c1	phupha-wordfreq	pythainlp
21570	ทะนุถนอม	4650	c1	phupha-wordfreq	pythainlp
21571	บังตา	4649	c1	phupha-wordfreq	pythainlp
21572	ปากกว้าง	4649	c1	phupha-wordfreq	pythainlp
21573	ออร์คิด	4647	c1	phupha-wordfreq	pythainlp
21574	กระท้อน	4645	c1	phupha-wordfreq	pythainlp
21575	นิ่งเฉย	4645	c1	phupha-wordfreq	pythainlp
21576	ควบแน่น	4644	c1	phupha-wordfreq	pythainlp
21577	สมเด็จพระบรมโอรสาธิราช	4644	c1	phupha-wordfreq	pythainlp|long-compound
21578	ทำชั่ว	4643	c1	phupha-wordfreq	pythainlp
21579	เอกพจน์	4643	c1	phupha-wordfreq	pythainlp
21580	กองทุนหมู่บ้าน	4641	c1	phupha-wordfreq	pythainlp
21581	กะละมัง	4641	c1	phupha-wordfreq	pythainlp
21582	ค้ำจุน	4641	c1	phupha-wordfreq	pythainlp
21583	จึ่ง	4641	c1	phupha-wordfreq	pythainlp
21584	แฟคเตอร์	4641	c1	phupha-wordfreq	pythainlp
21585	ราข้อ	4641	c1	phupha-wordfreq	pythainlp
21586	แบร์น	4640	c1	phupha-wordfreq	pythainlp
21587	พระมหาธาตุ	4640	c1	phupha-wordfreq	pythainlp
21588	ความเป็นกันเอง	4639	c1	phupha-wordfreq	pythainlp
21589	กรินทร์	4638	c1	phupha-wordfreq	pythainlp
21590	กิระ	4638	c1	phupha-wordfreq	pythainlp
21591	ช่างซ่อมบำรุง	4638	c1	phupha-wordfreq	pythainlp
21592	หนังสือแนะนำ	4637	c1	phupha-wordfreq	pythainlp
21593	องค์การเภสัชกรรม	4636	c1	phupha-wordfreq	pythainlp
21594	โบอิ้ง	4635	c1	phupha-wordfreq	pythainlp
21595	อาจารย์ใหญ่	4635	c1	phupha-wordfreq	pythainlp
21596	มันฝรั่งทอด	4634	c1	phupha-wordfreq	pythainlp
21597	ไขกระดูก	4633	c1	phupha-wordfreq	pythainlp
21598	ความแจ่ม	4633	c1	phupha-wordfreq	pythainlp
21599	สรรพาวุธ	4633	c1	phupha-wordfreq	pythainlp
21600	รู้จำ	4632	c1	phupha-wordfreq	pythainlp
21601	มองโกล	4630	c1	phupha-wordfreq	pythainlp
21602	ยมราช	4629	c1	phupha-wordfreq	pythainlp
21603	สู่ขอ	4629	c1	phupha-wordfreq	pythainlp
21604	เครื่องมือวิทยาศาสตร์	4627	c1	phupha-wordfreq	pythainlp|long-compound
21605	มัจจุราช	4625	c1	phupha-wordfreq	pythainlp
21606	หูหนาน	4625	c1	phupha-wordfreq	pythainlp
21607	เอเปค	4625	c1	phupha-wordfreq	pythainlp
21608	คำย่อ	4624	c1	phupha-wordfreq	pythainlp
21609	น.ส.พ	4624	c1	phupha-wordfreq	pythainlp|abbrev-or-formula
21610	มักมาก	4623	c1	phupha-wordfreq	pythainlp
21611	ด้อยค่า	4621	c1	phupha-wordfreq	pythainlp
21612	เบี้ยปรับ	4621	c1	phupha-wordfreq	pythainlp
21613	ผ้าคลุมไหล่	4620	c1	phupha-wordfreq	pythainlp
21614	กางเกงชั้นใน	4619	c1	phupha-wordfreq	pythainlp
21615	พวน	4619	c1	phupha-wordfreq	pythainlp
21616	หน้าเปิด	4619	c1	phupha-wordfreq	pythainlp
21617	การวิก	4617	c1	phupha-wordfreq	pythainlp
21618	โชคไม่ดี	4616	c1	phupha-wordfreq	pythainlp
21619	ประสาร	4616	c1	phupha-wordfreq	pythainlp
21620	โทเร	4615	c1	phupha-wordfreq	pythainlp
21621	ปาร์ก	4615	c1	phupha-wordfreq	pythainlp
21622	ระยำ	4615	c1	phupha-wordfreq	pythainlp
21623	ศาลโลก	4615	c1	phupha-wordfreq	pythainlp
21624	ศาสนกิจ	4615	c1	phupha-wordfreq	pythainlp
21625	สาธารณกุศล	4614	c1	phupha-wordfreq	pythainlp
21626	แฮมเบอร์เกอร์	4614	c1	phupha-wordfreq	pythainlp
21627	คอมมูนิเคชั่น	4613	c1	phupha-wordfreq	pythainlp
21628	โง่เขลา	4613	c1	phupha-wordfreq	pythainlp
21629	เหม็นอับ	4613	c1	phupha-wordfreq	pythainlp
21630	เบนจามิน	4610	c1	phupha-wordfreq	pythainlp
21631	ปราโมช	4610	c1	phupha-wordfreq	pythainlp
21632	สพท.	4609	c1	phupha-wordfreq	pythainlp|abbrev-or-formula
21633	หูหนู	4609	c1	phupha-wordfreq	pythainlp
21634	อแดปเตอร์	4609	c1	phupha-wordfreq	pythainlp
21635	บรอดแบนด์	4608	c1	phupha-wordfreq	pythainlp
21636	ลูกปลา	4607	c1	phupha-wordfreq	pythainlp
21637	โลภะ	4607	c1	phupha-wordfreq	pythainlp
21638	ความว่างเปล่า	4606	c1	phupha-wordfreq	pythainlp
21639	ไทยธรรม	4606	c1	phupha-wordfreq	pythainlp
21640	หักบัญชี	4606	c1	phupha-wordfreq	pythainlp
21641	ข้อควรปฏิบัติ	4605	c1	phupha-wordfreq	pythainlp
21642	จุมพล	4605	c1	phupha-wordfreq	pythainlp
21643	พนักงานรักษาความปลอดภัย	4605	c1	phupha-wordfreq	pythainlp|long-compound
21644	ไชนีส	4604	c1	phupha-wordfreq	pythainlp
21645	ระเริง	4604	c1	phupha-wordfreq	pythainlp
21646	ก๊าซหุงต้ม	4602	c1	phupha-wordfreq	pythainlp
21647	รอดไป	4602	c1	phupha-wordfreq	pythainlp
21648	ล่อตา	4602	c1	phupha-wordfreq	pythainlp
21649	เจ้ากรรมนายเวร	4601	c1	phupha-wordfreq	pythainlp
21650	ผู้ประท้วง	4601	c1	phupha-wordfreq	pythainlp
